"gene","padj","disease"
"ENSG00000140718","70.4266727","EFO_0007041"
"ENSG00000140718","71.503371","EFO_0007041"
"ENSG00000166603","51.565969","EFO_0007041"
"ENSG00000138031","71.5002716","EFO_0007041"
"ENSG00000168944","65.945524","EFO_0007041"
"ENSG00000115137","56.1119437","EFO_0007041"
"ENSG00000151353","65.7296598","EFO_0007041"
"ENSG00000151353","65.7605946","EFO_0007041"
"ENSG00000109667","90.0938213","EFO_0007041"
"ENSG00000109667","75.2230704","EFO_0007041"
"ENSG00000109667","74.2409885","EFO_0007041"
"ENSG00000196502","52.8621435","EFO_0007041"
"ENSG00000197408","64.5846009","EFO_0007042"
"ENSG00000197408","60.0951612","EFO_0007042"
"ENSG00000153707","81.2195659","EFO_0007042"
"ENSG00000182568","54.5551836","EFO_0007042"
"ENSG00000121068","69.9401438","EFO_0007118"
"ENSG00000121068","64.2217875","EFO_0007118"
"ENSG00000121068","64.0389323","EFO_0007118"
"ENSG00000173482","55.074054","EFO_0007118"
"ENSG00000146674","65.5601859","EFO_0007118"
"ENSG00000154493","87.0615661","EFO_0007118"
"ENSG00000083123","65.6523705","EFO_0007118"
"ENSG00000101096","89.1827703","EFO_0007118"
"ENSG00000151240","73.1354535","EFO_0007149"
"ENSG00000166402","82.5001121","EFO_0007149"
"ENSG00000153012","86.5207493","EFO_0007149"
"ENSG00000067057","70.117569","EFO_0007330"
"ENSG00000148572","61.9054735","EFO_0007330"
"ENSG00000125538","58.9841247","EFO_0007427"
"ENSG00000175161","70.3870893","EFO_0007585"
"ENSG00000175161","73.3653605","EFO_0007585"
"ENSG00000175161","74.9014676","EFO_0007585"
"ENSG00000137872","74.0195215","EFO_0007585"
"ENSG00000146555","60.3223741","EFO_0007585"
"ENSG00000139318","79.6925604","EFO_0007585"
"ENSG00000164684","54.0560901","EFO_0007585"
"ENSG00000064270","70.3624368","EFO_0007585"
"ENSG00000128573","71.3483989","EFO_0007585"
"ENSG00000136944","53.0586243","EFO_0007585"
"ENSG00000149294","82.6047421","EFO_0007585"
"ENSG00000066827","79.0577888","EFO_0007591"
"ENSG00000179588","80.3318322","EFO_0007591"
"ENSG00000155816","52.9262364","EFO_0007620"
"ENSG00000079215","69.5896149","EFO_0007620"
"ENSG00000023516","58.7863505","EFO_0007620"
"ENSG00000023516","59.5664978","EFO_0007620"
"ENSG00000162552","63.9700055","EFO_0007620"
"ENSG00000164761","81.9627523","EFO_0007620"
"ENSG00000184677","71.2174535","EFO_0007620"
"ENSG00000143401","62.068218","EFO_0007621"
"ENSG00000204308","57.9937875","EFO_0007622"
"ENSG00000164741","61.8233442","EFO_0007626"
"ENSG00000164741","61.8136883","EFO_0007626"
"ENSG00000183032","75.3569543","EFO_0007627"
"ENSG00000067057","89.6723509","EFO_0007627"
"ENSG00000131459","76.8657267","EFO_0007627"
"ENSG00000172296","81.198585","EFO_0007630"
"ENSG00000134824","60.5217159","EFO_0007630"
"ENSG00000149485","66.1855698","EFO_0007630"
"ENSG00000126821","73.5333383","EFO_0007630"
"ENSG00000197977","70.3335822","EFO_0007630"
"ENSG00000197977","60.8509183","EFO_0007630"
"ENSG00000198133","80.6038022","EFO_0007630"
"ENSG00000198133","80.4532111","EFO_0007630"
"ENSG00000198133","80.58424","EFO_0007630"
"ENSG00000157045","61.2770557","EFO_0007630"
"ENSG00000157045","61.8897259","EFO_0007630"
"ENSG00000107593","76.2579381","EFO_0007630"
"ENSG00000134460","76.5348315","EFO_0007650"
"ENSG00000134460","65.8446252","EFO_0007650"
"ENSG00000134470","50.0829875","EFO_0007650"
"ENSG00000170525","64.4762635","EFO_0007650"
"ENSG00000141433","69.6459055","EFO_0007650"
"ENSG00000134453","58.0570459","EFO_0007650"
"ENSG00000087494","76.3973773","EFO_0007658"
"ENSG00000120262","62.1799886","EFO_0007658"
"ENSG00000173068","72.9644239","EFO_0007658"
"ENSG00000173068","74.7620523","EFO_0007658"
"ENSG00000164362","80.7209015","EFO_0007658"
"ENSG00000181409","77.6912451","EFO_0007660"
"ENSG00000188938","51.9423127","EFO_0007660"
"ENSG00000174482","87.1625006","EFO_0007660"
"ENSG00000174482","87.5558615","EFO_0007660"
"ENSG00000174482","83.0395281","EFO_0007660"
"ENSG00000174482","87.0451152","EFO_0007660"
"ENSG00000174482","80.426085","EFO_0007660"
"ENSG00000174482","82.8478992","EFO_0007660"
"ENSG00000170370","77.0247042","EFO_0007660"
"ENSG00000170370","76.1406243","EFO_0007660"
"ENSG00000170370","81.3788295","EFO_0007660"
"ENSG00000170370","75.8794904","EFO_0007660"
"ENSG00000170370","76.5707314","EFO_0007660"
"ENSG00000170370","78.1353712","EFO_0007660"
"ENSG00000145781","50.4089236","EFO_0007660"
"ENSG00000135503","73.1225848","EFO_0007660"
"ENSG00000175161","68.5816824","EFO_0007660"
"ENSG00000175161","77.053982","EFO_0007660"
"ENSG00000175161","68.0432558","EFO_0007660"
"ENSG00000143641","81.2792659","EFO_0007660"
"ENSG00000143641","80.3298712","EFO_0007660"
"ENSG00000143641","81.7743063","EFO_0007660"
"ENSG00000075884","77.3678839","EFO_0007660"
"ENSG00000162367","62.7803445","EFO_0007660"
"ENSG00000112249","51.9300759","EFO_0007660"
"ENSG00000078328","79.2696953","EFO_0007660"
"ENSG00000078328","79.733479","EFO_0007660"
"ENSG00000078328","78.2337189","EFO_0007660"
"ENSG00000078328","78.8207114","EFO_0007660"
"ENSG00000078328","79.8449457","EFO_0007660"
"ENSG00000078328","79.4414401","EFO_0007660"
"ENSG00000182732","78.420186","EFO_0007660"
"ENSG00000134532","79.2074025","EFO_0007660"
"ENSG00000134532","79.9318194","EFO_0007660"
"ENSG00000137872","88.0880475","EFO_0007660"
"ENSG00000137872","87.1415734","EFO_0007660"
"ENSG00000137872","68.7376738","EFO_0007660"
"ENSG00000137872","73.2378662","EFO_0007660"
"ENSG00000137872","87.8292322","EFO_0007660"
"ENSG00000137872","87.8961027","EFO_0007660"
"ENSG00000137872","68.2684243","EFO_0007660"
"ENSG00000137872","88.2315993","EFO_0007660"
"ENSG00000213047","50.7164061","EFO_0007660"
"ENSG00000213047","51.3977349","EFO_0007660"
"ENSG00000213047","50.3183424","EFO_0007660"
"ENSG00000187772","78.3983946","EFO_0007660"
"ENSG00000103460","83.3631039","EFO_0007660"
"ENSG00000103460","83.2576036","EFO_0007660"
"ENSG00000198890","58.6274326","EFO_0007660"
"ENSG00000173281","72.7893949","EFO_0007660"
"ENSG00000196498","73.1745183","EFO_0007660"
"ENSG00000107249","82.9888463","EFO_0007660"
"ENSG00000107249","82.8937232","EFO_0007660"
"ENSG00000107249","78.3259988","EFO_0007660"
"ENSG00000107249","83.6819947","EFO_0007660"
"ENSG00000107249","78.8375974","EFO_0007660"
"ENSG00000107249","80.3389788","EFO_0007660"
"ENSG00000185594","64.5462036","EFO_0007660"
"ENSG00000185594","62.0700002","EFO_0007660"
"ENSG00000185594","64.3337071","EFO_0007660"
"ENSG00000171045","55.7694554","EFO_0007660"
"ENSG00000171045","55.8283389","EFO_0007660"
"ENSG00000198822","83.4252119","EFO_0007660"
"ENSG00000198822","82.7062726","EFO_0007660"
"ENSG00000198822","87.6423776","EFO_0007660"
"ENSG00000198822","87.4557436","EFO_0007660"
"ENSG00000198822","82.716769","EFO_0007660"
"ENSG00000275342","77.003777","EFO_0007660"
"ENSG00000275342","79.6612442","EFO_0007660"
"ENSG00000196782","78.3887029","EFO_0007660"
"ENSG00000237515","86.8139148","EFO_0007660"
"ENSG00000237515","83.6339056","EFO_0007660"
"ENSG00000237515","84.1687202","EFO_0007660"
"ENSG00000187323","75.5640388","EFO_0007660"
"ENSG00000187323","85.3299975","EFO_0007660"
"ENSG00000187323","78.6381304","EFO_0007660"
"ENSG00000187323","80.9901953","EFO_0007660"
"ENSG00000187323","71.1565971","EFO_0007660"
"ENSG00000187323","80.1617563","EFO_0007660"
"ENSG00000187323","78.7934005","EFO_0007660"
"ENSG00000187323","62.5752628","EFO_0007660"
"ENSG00000187323","79.5333147","EFO_0007660"
"ENSG00000151276","79.4910192","EFO_0007660"
"ENSG00000151276","75.2620161","EFO_0007660"
"ENSG00000172995","87.1145904","EFO_0007660"
"ENSG00000172995","85.2293432","EFO_0007660"
"ENSG00000172995","88.881743","EFO_0007660"
"ENSG00000172995","87.586385","EFO_0007660"
"ENSG00000172995","85.3866756","EFO_0007660"
"ENSG00000172995","86.9126916","EFO_0007660"
"ENSG00000172995","69.8236585","EFO_0007660"
"ENSG00000179915","56.8470001","EFO_0007660"
"ENSG00000164588","61.4794612","EFO_0007660"
"ENSG00000165588","69.8879361","EFO_0007660"
"ENSG00000143952","77.4401188","EFO_0007660"
"ENSG00000048828","53.3223629","EFO_0007660"
"ENSG00000048828","51.7918766","EFO_0007660"
"ENSG00000048828","56.5969706","EFO_0007660"
"ENSG00000102572","62.8414273","EFO_0007660"
"ENSG00000102572","62.9086614","EFO_0007660"
"ENSG00000102572","56.0108721","EFO_0007660"
"ENSG00000102572","61.7058396","EFO_0007660"
"ENSG00000102572","70.5594838","EFO_0007660"
"ENSG00000146555","79.5691907","EFO_0007660"
"ENSG00000146555","80.3986669","EFO_0007660"
"ENSG00000185551","68.0724859","EFO_0007660"
"ENSG00000168959","78.5531998","EFO_0007660"
"ENSG00000168959","51.3734221","EFO_0007660"
"ENSG00000168959","66.5398896","EFO_0007660"
"ENSG00000168959","86.7215812","EFO_0007660"
"ENSG00000168959","87.1785522","EFO_0007660"
"ENSG00000168959","87.3377562","EFO_0007660"
"ENSG00000134323","75.9138525","EFO_0007660"
"ENSG00000139793","83.7361753","EFO_0007660"
"ENSG00000139793","83.5389733","EFO_0007660"
"ENSG00000089250","50.7247567","EFO_0007660"
"ENSG00000042813","56.5398991","EFO_0007660"
"ENSG00000113100","82.8542709","EFO_0007660"
"ENSG00000149295","81.7344069","EFO_0007660"
"ENSG00000149295","81.3113868","EFO_0007660"
"ENSG00000149295","76.8040597","EFO_0007660"
"ENSG00000149295","65.786916","EFO_0007660"
"ENSG00000149295","81.7139685","EFO_0007660"
"ENSG00000149295","84.1039062","EFO_0007660"
"ENSG00000149295","84.599328","EFO_0007660"
"ENSG00000149295","85.4622841","EFO_0007660"
"ENSG00000149295","77.6403606","EFO_0007660"
"ENSG00000152601","54.1386127","EFO_0007660"
"ENSG00000010704","66.3864493","EFO_0007660"
"ENSG00000135090","55.5866361","EFO_0007660"
"ENSG00000135090","61.6270065","EFO_0007660"
"ENSG00000135090","79.2576373","EFO_0007660"
"ENSG00000166510","71.4514375","EFO_0007660"
"ENSG00000183808","67.2437727","EFO_0007660"
"ENSG00000172059","59.129566","EFO_0007660"
"ENSG00000172059","79.9346983","EFO_0007660"
"ENSG00000172059","59.0130389","EFO_0007660"
"ENSG00000172059","59.2195153","EFO_0007660"
"ENSG00000079691","80.0553083","EFO_0007660"
"ENSG00000145743","59.1214001","EFO_0007660"
"ENSG00000145743","59.2953444","EFO_0007660"
"ENSG00000145743","52.4432242","EFO_0007660"
"ENSG00000145743","59.1786087","EFO_0007660"
"ENSG00000164100","79.8840821","EFO_0007660"
"ENSG00000119682","77.6711941","EFO_0007660"
"ENSG00000119682","79.71524","EFO_0007660"
"ENSG00000172260","75.661546","EFO_0007660"
"ENSG00000172260","86.2583399","EFO_0007660"
"ENSG00000172260","74.9078929","EFO_0007660"
"ENSG00000055955","50.1856685","EFO_0007660"
"ENSG00000092068","55.0583303","EFO_0007660"
"ENSG00000139352","57.1835935","EFO_0007660"
"ENSG00000105928","80.3137243","EFO_0007660"
"ENSG00000198597","76.0186493","EFO_0007660"
"ENSG00000170088","50.5307138","EFO_0007660"
"ENSG00000152061","50.2079844","EFO_0007660"
"ENSG00000081177","54.1500807","EFO_0007660"
"ENSG00000081177","54.6033144","EFO_0007660"
"ENSG00000198739","60.0263536","EFO_0007660"
"ENSG00000096654","70.0923681","EFO_0007660"
"ENSG00000006704","76.0877013","EFO_0007660"
"ENSG00000006704","77.5059283","EFO_0007660"
"ENSG00000111863","88.0003989","EFO_0007660"
"ENSG00000111863","88.0986869","EFO_0007660"
"ENSG00000185565","83.8395178","EFO_0007660"
"ENSG00000185565","84.7073793","EFO_0007660"
"ENSG00000185565","82.5381815","EFO_0007660"
"ENSG00000170396","80.5783212","EFO_0007660"
"ENSG00000170396","75.7701814","EFO_0007660"
"ENSG00000170396","61.1236513","EFO_0007660"
"ENSG00000170396","81.6166401","EFO_0007660"
"ENSG00000170396","78.6478043","EFO_0007660"
"ENSG00000170396","78.8520157","EFO_0007660"
"ENSG00000178342","73.1806934","EFO_0007660"
"ENSG00000041353","70.2347398","EFO_0007660"
"ENSG00000121989","51.6369939","EFO_0007660"
"ENSG00000121989","57.3672712","EFO_0007660"
"ENSG00000121989","59.0114057","EFO_0007660"
"ENSG00000132361","57.9870939","EFO_0007660"
"ENSG00000007372","73.6523509","EFO_0007660"
"ENSG00000007372","59.9615693","EFO_0007660"
"ENSG00000007372","63.509196","EFO_0007660"
"ENSG00000007372","74.4657993","EFO_0007660"
"ENSG00000007372","73.7426221","EFO_0007660"
"ENSG00000241370","76.2877464","EFO_0007660"
"ENSG00000156395","79.7040284","EFO_0007660"
"ENSG00000156395","67.5674021","EFO_0007660"
"ENSG00000156395","89.6885633","EFO_0007660"
"ENSG00000156395","67.8159595","EFO_0007660"
"ENSG00000156395","83.256042","EFO_0007660"
"ENSG00000204542","67.4903035","EFO_0007660"
"ENSG00000154229","66.4434731","EFO_0007660"
"ENSG00000154229","78.7746668","EFO_0007660"
"ENSG00000154229","77.7883947","EFO_0007660"
"ENSG00000154229","66.3906217","EFO_0007660"
"ENSG00000175866","83.6521387","EFO_0007660"
"ENSG00000175866","84.9985778","EFO_0007660"
"ENSG00000175866","80.6203187","EFO_0007660"
"ENSG00000175866","81.0131669","EFO_0007660"
"ENSG00000175866","83.8423908","EFO_0007660"
"ENSG00000175866","85.1400197","EFO_0007660"
"ENSG00000048405","75.5842805","EFO_0007660"
"ENSG00000103111","59.3909144","EFO_0007660"
"ENSG00000198216","67.9936528","EFO_0007660"
"ENSG00000198216","69.7039127","EFO_0007660"
"ENSG00000198216","65.5721605","EFO_0007660"
"ENSG00000048740","79.5772135","EFO_0007660"
"ENSG00000048740","67.8692043","EFO_0007660"
"ENSG00000186480","76.1052191","EFO_0007660"
"ENSG00000105866","81.4775288","EFO_0007660"
"ENSG00000166845","82.9083562","EFO_0007660"
"ENSG00000218336","88.19139","EFO_0007660"
"ENSG00000218336","88.3525491","EFO_0007660"
"ENSG00000218336","87.7398431","EFO_0007660"
"ENSG00000218336","88.1960928","EFO_0007660"
"ENSG00000172318","74.3954539","EFO_0007660"
"ENSG00000172318","74.3947923","EFO_0007660"
"ENSG00000196628","71.1891592","EFO_0007660"
"ENSG00000196628","82.1188569","EFO_0007660"
"ENSG00000196628","84.197247","EFO_0007660"
"ENSG00000196628","71.1893559","EFO_0007660"
"ENSG00000196628","85.4234695","EFO_0007660"
"ENSG00000196628","68.9548135","EFO_0007660"
"ENSG00000196628","68.5236156","EFO_0007660"
"ENSG00000196628","72.1905947","EFO_0007660"
"ENSG00000204406","54.1123629","EFO_0007660"
"ENSG00000081189","64.7500157","EFO_0007660"
"ENSG00000081189","55.9880674","EFO_0007660"
"ENSG00000081189","67.5127089","EFO_0007660"
"ENSG00000081189","65.0351763","EFO_0007660"
"ENSG00000081189","64.617908","EFO_0007660"
"ENSG00000081189","58.1789911","EFO_0007660"
"ENSG00000081189","55.4376423","EFO_0007660"
"ENSG00000117154","80.1194549","EFO_0007660"
"ENSG00000149571","75.7787526","EFO_0007660"
"ENSG00000149571","68.6489284","EFO_0007660"
"ENSG00000149571","74.3558884","EFO_0007660"
"ENSG00000014824","57.0294738","EFO_0007660"
"ENSG00000105894","55.7620704","EFO_0007660"
"ENSG00000158445","81.9738686","EFO_0007660"
"ENSG00000106460","78.434211","EFO_0007660"
"ENSG00000106460","81.3280106","EFO_0007660"
"ENSG00000106460","80.7299972","EFO_0007660"
"ENSG00000106460","81.4603388","EFO_0007660"
"ENSG00000106460","85.9784365","EFO_0007660"
"ENSG00000166603","61.6551042","EFO_0007660"
"ENSG00000095951","65.3890848","EFO_0007660"
"ENSG00000095951","60.6598318","EFO_0007660"
"ENSG00000096395","60.2347612","EFO_0007660"
"ENSG00000118007","57.6207876","EFO_0007660"
"ENSG00000188848","66.9368446","EFO_0007660"
"ENSG00000225190","52.3317635","EFO_0007660"
"ENSG00000197959","58.0911517","EFO_0007660"
"ENSG00000115561","61.3210201","EFO_0007660"
"ENSG00000184226","60.8358741","EFO_0007660"
"ENSG00000184226","80.4471433","EFO_0007660"
"ENSG00000184226","82.6716065","EFO_0007660"
"ENSG00000186472","50.6649673","EFO_0007660"
"ENSG00000186472","65.0009692","EFO_0007660"
"ENSG00000273540","54.9882174","EFO_0007660"
"ENSG00000273540","53.7852585","EFO_0007660"
"ENSG00000077063","79.1004539","EFO_0007660"
"ENSG00000077063","77.4439514","EFO_0007660"
"ENSG00000077063","72.3510742","EFO_0007660"
"ENSG00000077063","79.2957306","EFO_0007660"
"ENSG00000077063","79.6664953","EFO_0007660"
"ENSG00000111412","88.8800383","EFO_0007660"
"ENSG00000111412","89.47227","EFO_0007660"
"ENSG00000164500","54.3668985","EFO_0007660"
"ENSG00000185774","77.0914257","EFO_0007660"
"ENSG00000186496","71.5415239","EFO_0007660"
"ENSG00000133424","88.7665629","EFO_0007660"
"ENSG00000103264","50.5895913","EFO_0007660"
"ENSG00000104626","88.1415427","EFO_0007660"
"ENSG00000133794","79.1166008","EFO_0007660"
"ENSG00000133794","78.9998591","EFO_0007660"
"ENSG00000133794","80.9844375","EFO_0007660"
"ENSG00000133794","78.7293673","EFO_0007660"
"ENSG00000133794","79.2649508","EFO_0007660"
"ENSG00000133794","82.6760471","EFO_0007660"
"ENSG00000153234","70.022434","EFO_0007660"
"ENSG00000153234","70.4643071","EFO_0007660"
"ENSG00000153234","73.5733688","EFO_0007660"
"ENSG00000153234","70.8197713","EFO_0007660"
"ENSG00000087258","70.359534","EFO_0007660"
"ENSG00000087258","61.0129058","EFO_0007660"
"ENSG00000115392","50.1518726","EFO_0007660"
"ENSG00000128573","75.6704092","EFO_0007660"
"ENSG00000128573","59.9153876","EFO_0007660"
"ENSG00000140948","63.176018","EFO_0007660"
"ENSG00000140948","61.1395061","EFO_0007660"
"ENSG00000007168","63.664031","EFO_0007660"
"ENSG00000007168","59.8942161","EFO_0007660"
"ENSG00000007168","56.7154408","EFO_0007660"
"ENSG00000101489","84.0079486","EFO_0007660"
"ENSG00000101489","84.7300053","EFO_0007660"
"ENSG00000101489","80.4765224","EFO_0007660"
"ENSG00000101489","83.6499214","EFO_0007660"
"ENSG00000101489","83.2686186","EFO_0007660"
"ENSG00000101489","63.869524","EFO_0007660"
"ENSG00000101489","63.4830832","EFO_0007660"
"ENSG00000101489","83.9341044","EFO_0007660"
"ENSG00000101489","84.3390226","EFO_0007660"
"ENSG00000101489","84.2593312","EFO_0007660"
"ENSG00000101489","80.2661657","EFO_0007660"
"ENSG00000101489","84.6973479","EFO_0007660"
"ENSG00000101489","77.5841594","EFO_0007660"
"ENSG00000185920","87.4764442","EFO_0007660"
"ENSG00000185920","87.1590436","EFO_0007660"
"ENSG00000185920","87.5805855","EFO_0007660"
"ENSG00000185920","73.5274911","EFO_0007660"
"ENSG00000185920","87.3623312","EFO_0007660"
"ENSG00000185920","85.750711","EFO_0007660"
"ENSG00000163873","64.0061915","EFO_0007660"
"ENSG00000163873","58.7010086","EFO_0007660"
"ENSG00000072657","81.9187999","EFO_0007660"
"ENSG00000114439","84.5761299","EFO_0007660"
"ENSG00000114439","54.3551505","EFO_0007660"
"ENSG00000006715","57.6135039","EFO_0007660"
"ENSG00000006715","63.9302492","EFO_0007660"
"ENSG00000006715","63.8961792","EFO_0007660"
"ENSG00000141431","78.2740474","EFO_0007660"
"ENSG00000141431","78.9810717","EFO_0007660"
"ENSG00000141431","83.8586152","EFO_0007660"
"ENSG00000141431","79.0112317","EFO_0007660"
"ENSG00000141431","83.2934499","EFO_0007660"
"ENSG00000154359","83.9902937","EFO_0007660"
"ENSG00000147324","78.2762945","EFO_0007660"
"ENSG00000147324","78.7307858","EFO_0007660"
"ENSG00000183098","86.4538193","EFO_0007660"
"ENSG00000145335","51.6267538","EFO_0007660"
"ENSG00000145335","75.9865582","EFO_0007660"
"ENSG00000154928","60.9404981","EFO_0007660"
"ENSG00000154928","58.8520467","EFO_0007660"
"ENSG00000119408","66.7694926","EFO_0007660"
"ENSG00000159314","57.1153939","EFO_0007660"
"ENSG00000204681","60.6103837","EFO_0007660"
"ENSG00000204681","60.5952799","EFO_0007660"
"ENSG00000114480","70.5012798","EFO_0007660"
"ENSG00000156687","78.2728434","EFO_0007660"
"ENSG00000077498","67.4308717","EFO_0007660"
"ENSG00000077498","66.3219035","EFO_0007660"
"ENSG00000028116","73.791796","EFO_0007660"
"ENSG00000028116","76.7812073","EFO_0007660"
"ENSG00000028116","72.7213264","EFO_0007660"
"ENSG00000028116","74.4744062","EFO_0007660"
"ENSG00000028116","73.420918","EFO_0007660"
"ENSG00000149292","53.763932","EFO_0007660"
"ENSG00000104447","76.2333035","EFO_0007660"
"ENSG00000185053","79.0250719","EFO_0007660"
"ENSG00000185053","78.8412631","EFO_0007660"
"ENSG00000185053","79.1160464","EFO_0007660"
"ENSG00000125746","52.9138267","EFO_0007660"
"ENSG00000136040","57.7847838","EFO_0007660"
"ENSG00000115548","50.8064806","EFO_0007660"
"ENSG00000171759","56.7998946","EFO_0007660"
"ENSG00000197555","60.4890764","EFO_0007660"
"ENSG00000197555","75.0348449","EFO_0007660"
"ENSG00000197555","60.1722538","EFO_0007660"
"ENSG00000197555","59.8803163","EFO_0007660"
"ENSG00000081138","83.2605124","EFO_0007660"
"ENSG00000082293","77.9601634","EFO_0007660"
"ENSG00000149294","82.6494634","EFO_0007660"
"ENSG00000149294","82.5539827","EFO_0007660"
"ENSG00000149294","62.7074361","EFO_0007660"
"ENSG00000149294","78.1684518","EFO_0007660"
"ENSG00000149294","82.2229505","EFO_0007660"
"ENSG00000149294","82.4099302","EFO_0007660"
"ENSG00000149294","82.7624619","EFO_0007660"
"ENSG00000179603","70.4762995","EFO_0007660"
"ENSG00000179603","70.472014","EFO_0007660"
"ENSG00000179603","57.1724176","EFO_0007660"
"ENSG00000179603","75.9252012","EFO_0007660"
"ENSG00000179603","62.1988475","EFO_0007660"
"ENSG00000179603","79.2195261","EFO_0007660"
"ENSG00000102189","75.2390563","EFO_0007660"
"ENSG00000164574","71.4869201","EFO_0007660"
"ENSG00000175806","69.2376494","EFO_0007660"
"ENSG00000175806","60.8259439","EFO_0007660"
"ENSG00000175806","60.6806099","EFO_0007660"
"ENSG00000152193","55.83902","EFO_0007660"
"ENSG00000171044","71.3905275","EFO_0007660"
"ENSG00000171044","72.5410581","EFO_0007660"
"ENSG00000183117","77.7706206","EFO_0007660"
"ENSG00000183117","78.6975861","EFO_0007660"
"ENSG00000183117","78.3584356","EFO_0007660"
"ENSG00000183117","73.4722555","EFO_0007660"
"ENSG00000172817","68.7720478","EFO_0007660"
"ENSG00000172817","69.0389931","EFO_0007660"
"ENSG00000172817","68.5938001","EFO_0007660"
"ENSG00000172817","69.2352295","EFO_0007660"
"ENSG00000110693","68.6594605","EFO_0007660"
"ENSG00000110693","68.7850356","EFO_0007660"
"ENSG00000110693","58.4848046","EFO_0007660"
"ENSG00000110693","74.583894","EFO_0007660"
"ENSG00000110693","68.1167603","EFO_0007660"
"ENSG00000110693","68.5591638","EFO_0007660"
"ENSG00000110693","69.293195","EFO_0007660"
"ENSG00000184304","80.8764935","EFO_0007660"
"ENSG00000184304","75.3257215","EFO_0007660"
"ENSG00000203760","50.3241181","EFO_0007660"
"ENSG00000203760","56.8448603","EFO_0007660"
"ENSG00000205882","52.8526187","EFO_0007660"
"ENSG00000144460","89.3132448","EFO_0007660"
"ENSG00000144460","87.2751296","EFO_0007660"
"ENSG00000174453","62.4393284","EFO_0007660"
"ENSG00000174453","58.3010435","EFO_0007660"
"ENSG00000174453","65.9480691","EFO_0007660"
"ENSG00000174453","58.5675836","EFO_0007660"
"ENSG00000174453","62.9894733","EFO_0007660"
"ENSG00000182568","62.2021437","EFO_0007660"
"ENSG00000189283","79.342854","EFO_0007660"
"ENSG00000107105","87.9755318","EFO_0007660"
"ENSG00000107105","69.3313897","EFO_0007660"
"ENSG00000107105","73.1552422","EFO_0007660"
"ENSG00000107105","87.9118443","EFO_0007660"
"ENSG00000180917","74.9224126","EFO_0007660"
"ENSG00000139163","74.1082013","EFO_0007660"
"ENSG00000139163","74.6107399","EFO_0007660"
"ENSG00000178568","77.0749092","EFO_0007660"
"ENSG00000178568","77.0237565","EFO_0007660"
"ENSG00000178568","77.7515888","EFO_0007660"
"ENSG00000150625","88.3345008","EFO_0007660"
"ENSG00000150625","89.9599433","EFO_0007660"
"ENSG00000150625","68.5349822","EFO_0007660"
"ENSG00000008196","82.6636314","EFO_0007660"
"ENSG00000111707","53.9103687","EFO_0007660"
"ENSG00000111707","50.488174","EFO_0007660"
"ENSG00000185278","59.5857918","EFO_0007660"
"ENSG00000169783","74.6408463","EFO_0007660"
"ENSG00000169783","88.6665165","EFO_0007660"
"ENSG00000169783","79.1490912","EFO_0007660"
"ENSG00000169783","87.1199727","EFO_0007660"
"ENSG00000169783","74.3368208","EFO_0007660"
"ENSG00000169783","79.5779288","EFO_0007660"
"ENSG00000169783","74.3243158","EFO_0007660"
"ENSG00000169783","90.133357","EFO_0007660"
"ENSG00000173838","88.6246741","EFO_0007660"
"ENSG00000088448","52.9691339","EFO_0007660"
"ENSG00000154822","65.3052151","EFO_0007660"
"ENSG00000154822","76.5478849","EFO_0007660"
"ENSG00000154822","80.4206371","EFO_0007660"
"ENSG00000154822","75.0100791","EFO_0007660"
"ENSG00000154822","80.1307201","EFO_0007660"
"ENSG00000154822","80.9257209","EFO_0007660"
"ENSG00000154822","76.6733587","EFO_0007660"
"ENSG00000144320","68.5972214","EFO_0007660"
"ENSG00000204335","60.7463777","EFO_0007664"
"ENSG00000116882","73.7241864","EFO_0007664"
"ENSG00000204335","59.5661819","EFO_0007666"
"ENSG00000170370","64.8517609","EFO_0007667"
"ENSG00000163638","51.4529943","EFO_0007667"
"ENSG00000170381","68.5636401","EFO_0007667"
"ENSG00000066926","81.1546206","EFO_0007667"
"ENSG00000072201","79.7589362","EFO_0007667"
"ENSG00000169855","81.6542327","EFO_0007667"
"ENSG00000169855","83.4056079","EFO_0007667"
"ENSG00000116874","81.8922043","EFO_0007667"
"ENSG00000185070","66.9932723","EFO_0007667"
"ENSG00000255690","68.9166129","EFO_0007667"
"ENSG00000176771","76.6749203","EFO_0007667"
"ENSG00000152822","73.0523467","EFO_0007667"
"ENSG00000152822","83.4286332","EFO_0007667"
"ENSG00000152822","86.7617846","EFO_0007667"
"ENSG00000152822","57.8465104","EFO_0007667"
"ENSG00000008083","52.4664342","EFO_0007667"
"ENSG00000006744","52.4038672","EFO_0007667"
"ENSG00000116132","83.7585986","EFO_0007667"
"ENSG00000124749","89.2549157","EFO_0007667"
"ENSG00000116852","67.6675141","EFO_0007667"
"ENSG00000077943","84.3135774","EFO_0007667"
"ENSG00000204335","60.7463777","EFO_0007667"
"ENSG00000204335","72.9273677","EFO_0007667"
"ENSG00000204335","59.1070473","EFO_0007667"
"ENSG00000204335","60.3766859","EFO_0007667"
"ENSG00000204335","59.5661819","EFO_0007667"
"ENSG00000204335","58.3828807","EFO_0007667"
"ENSG00000171885","72.0508218","EFO_0007667"
"ENSG00000057663","54.0942907","EFO_0007667"
"ENSG00000112425","77.4775922","EFO_0007667"
"ENSG00000112425","79.3321252","EFO_0007667"
